main_rank,rank,source,model_type,feature_set,classifier,threshold_method,decision_threshold,n_features,model_path,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc,selection_score,uses_age
53,69,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_selected_mri_proxy,catboost,optimized_on_validation_f1,0.13,6,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_selected_mri_proxy_catboost.joblib,0.6904761904761905,0.6153846153846154,0.8421052631578947,0.7111111111111111,0.7414187643020596,0.7096774193548387,0.6551724137931034,0.8444444444444444,0.7378640776699029,0.7574074074074075,0.732326468344775,False
54,70,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_mri_proxy,lightgbm,optimized_on_validation_f1,0.1,16,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_mri_proxy_lightgbm.joblib,0.6904761904761905,0.625,0.7894736842105263,0.6976744186046512,0.7454233409610983,0.6774193548387096,0.6363636363636364,0.7777777777777778,0.7,0.7555555555555555,0.7310986642541641,False
55,71,ensemble_top_cnn_fusion,Fusion model,B_ensemble_cnn_probs_plus_mri_proxy_plus_non_age_metadata,hist_gradient_boosting,default_threshold_0.50,0.5,19,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_B_ensemble_cnn_probs_plus_mri_proxy_plus_non_age_metadata_hist_gradient_boosting.joblib,0.6666666666666666,0.625,0.6578947368421053,0.6410256410256411,0.7683066361556063,0.6881720430107527,0.6739130434782609,0.6888888888888889,0.6813186813186813,0.7356481481481482,0.7301223376166167,False
56,72,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_selected_mri_proxy,svc_rbf,default_threshold_0.50,0.5,6,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_selected_mri_proxy_svc_rbf.joblib,0.6904761904761905,0.65,0.6842105263157895,0.6666666666666666,0.7562929061784897,0.6989247311827957,0.6976744186046512,0.6666666666666666,0.6818181818181818,0.7782407407407407,0.7294050343249426,False
57,73,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_mri_proxy,catboost,default_threshold_0.50,0.5,16,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_mri_proxy_catboost.joblib,0.6666666666666666,0.625,0.6578947368421053,0.6410256410256411,0.7620137299771167,0.6774193548387096,0.6530612244897959,0.7111111111111111,0.6808510638297872,0.7620370370370371,0.7257173032916739,False
58,74,ensemble_top_cnn_fusion,Fusion model,B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata,xgboost,default_threshold_0.50,0.5,9,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata_xgboost.joblib,0.6666666666666666,0.625,0.6578947368421053,0.6410256410256411,0.7597254004576659,0.7096774193548387,0.6956521739130435,0.7111111111111111,0.7032967032967034,0.775,0.7241154726280584,False
59,75,basic_fusion_before_improvements,Fusion model,A_cnn_plus_mri_proxy,extra_trees,default_threshold_0.50,0.5,14,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/fusion_A_cnn_plus_mri_proxy_extra_trees.joblib,0.6785714285714286,0.6222222222222222,0.7368421052631579,0.6746987951807228,0.7448512585812358,0.7096774193548387,0.75,0.6,0.6666666666666666,0.7217592592592593,0.723805519561082,False
60,76,ensemble_top_cnn_fusion,Fusion model,B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata,lightgbm,optimized_on_validation_f1,0.1,9,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata_lightgbm.joblib,0.6904761904761905,0.625,0.7894736842105263,0.6976744186046512,0.7339816933638443,0.6989247311827957,0.660377358490566,0.7777777777777778,0.7142857142857143,0.7453703703703705,0.7230895109360864,False
61,77,ensemble_top_cnn_fusion,Fusion model,B_ensemble_cnn_probs_plus_mri_proxy_plus_non_age_metadata,xgboost,default_threshold_0.50,0.5,19,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_B_ensemble_cnn_probs_plus_mri_proxy_plus_non_age_metadata_xgboost.joblib,0.6785714285714286,0.6486486486486487,0.631578947368421,0.64,0.7585812356979404,0.7096774193548387,0.6875,0.7333333333333333,0.7096774193548387,0.7615740740740741,0.7230068649885584,False
62,78,basic_fusion_before_improvements,Fusion model,A_cnn_plus_mri_proxy,gradient_boosting,default_threshold_0.50,0.5,14,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/fusion_A_cnn_plus_mri_proxy_gradient_boosting.joblib,0.6785714285714286,0.627906976744186,0.7105263157894737,0.6666666666666666,0.7391304347826088,0.6881720430107527,0.7222222222222222,0.5777777777777777,0.6419753086419753,0.7296296296296296,0.717391304347826,False
63,79,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_mri_proxy,xgboost,default_threshold_0.50,0.5,16,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_mri_proxy_xgboost.joblib,0.6547619047619048,0.6097560975609756,0.6578947368421053,0.6329113924050633,0.7522883295194508,0.7204301075268817,0.7021276595744681,0.7333333333333333,0.717391304347826,0.7597222222222222,0.7164752483851345,False
64,80,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_selected_mri_proxy,lightgbm,default_threshold_0.50,0.5,6,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_selected_mri_proxy_lightgbm.joblib,0.6785714285714286,0.6486486486486487,0.631578947368421,0.64,0.7488558352402745,0.6989247311827957,0.6808510638297872,0.7111111111111111,0.6956521739130435,0.7449074074074074,0.7161990846681923,False
65,81,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_selected_mri_proxy,hist_gradient_boosting,optimized_on_validation_f1,0.33,6,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_selected_mri_proxy_hist_gradient_boosting.joblib,0.6904761904761905,0.65,0.6842105263157895,0.6666666666666666,0.7356979405034325,0.6881720430107527,0.6666666666666666,0.7111111111111111,0.6881720430107527,0.7592592592592593,0.7149885583524027,False
66,82,ensemble_top_cnn_fusion,Fusion model,B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata,hist_gradient_boosting,default_threshold_0.50,0.5,9,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata_hist_gradient_boosting.joblib,0.6785714285714286,0.6486486486486487,0.631578947368421,0.64,0.7437070938215102,0.7096774193548387,0.6956521739130435,0.7111111111111111,0.7032967032967034,0.7388888888888889,0.7125949656750572,False
67,83,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_mri_proxy,lightgbm,default_threshold_0.50,0.5,16,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_mri_proxy_lightgbm.joblib,0.6428571428571429,0.5909090909090909,0.6842105263157895,0.6341463414634146,0.7454233409610983,0.7204301075268817,0.6938775510204082,0.7555555555555555,0.723404255319149,0.7555555555555555,0.7120402411117932,False
68,84,ensemble_top_cnn_fusion,Fusion model,B_ensemble_cnn_probs_plus_mri_proxy_plus_non_age_metadata,lightgbm,default_threshold_0.50,0.5,19,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_B_ensemble_cnn_probs_plus_mri_proxy_plus_non_age_metadata_lightgbm.joblib,0.6428571428571429,0.5952380952380952,0.6578947368421053,0.625,0.7482837528604119,0.7204301075268817,0.6938775510204082,0.7555555555555555,0.723404255319149,0.7476851851851851,0.7112986270022883,False
69,85,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_mri_proxy,hist_gradient_boosting,default_threshold_0.50,0.5,16,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_mri_proxy_hist_gradient_boosting.joblib,0.6309523809523809,0.5897435897435898,0.6052631578947368,0.5974025974025974,0.7591533180778032,0.7096774193548387,0.6956521739130435,0.7111111111111111,0.7032967032967034,0.7435185185185185,0.7106281018752414,False
70,86,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_selected_mri_proxy,hist_gradient_boosting,default_threshold_0.50,0.5,6,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_selected_mri_proxy_hist_gradient_boosting.joblib,0.6666666666666666,0.631578947368421,0.631578947368421,0.631578947368421,0.7356979405034325,0.6881720430107527,0.6666666666666666,0.7111111111111111,0.6881720430107527,0.7592592592592593,0.704462242562929,False
71,87,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_selected_mri_proxy,xgboost,default_threshold_0.50,0.5,6,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_selected_mri_proxy_xgboost.joblib,0.6547619047619048,0.6216216216216216,0.6052631578947368,0.6133333333333333,0.7408466819221967,0.6989247311827957,0.6808510638297872,0.7111111111111111,0.6956521739130435,0.7708333333333333,0.7025926773455377,False
72,88,ensemble_top_cnn_fusion,Fusion model,A_ensemble_cnn_probs_plus_selected_mri_proxy,catboost,default_threshold_0.50,0.5,6,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_A_ensemble_cnn_probs_plus_selected_mri_proxy_catboost.joblib,0.6309523809523809,0.5945945945945946,0.5789473684210527,0.5866666666666667,0.7414187643020596,0.6989247311827957,0.673469387755102,0.7333333333333333,0.7021276595744681,0.7574074074074075,0.6949931350114416,False
73,89,ensemble_top_cnn_fusion,Fusion model,B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata,mlp_classifier,default_threshold_0.50,0.5,9,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata_mlp_classifier.joblib,0.6428571428571429,0.6428571428571429,0.47368421052631576,0.5454545454545454,0.7534324942791762,0.6881720430107527,0.6904761904761905,0.6444444444444445,0.6666666666666666,0.7375,0.6910391096317869,False
74,90,ensemble_top_cnn_fusion,Fusion model,B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata,lightgbm,default_threshold_0.50,0.5,9,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/ensemble_fusion_B_ensemble_cnn_probs_plus_selected_mri_proxy_plus_non_age_metadata_lightgbm.joblib,0.6309523809523809,0.6,0.5526315789473685,0.5753424657534246,0.7339816933638443,0.6989247311827957,0.6808510638297872,0.7111111111111111,0.6956521739130435,0.7453703703703705,0.6863899250807184,False
