rank,source,model_type,feature_set,classifier,threshold_method,decision_threshold,n_features,model_path,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc,selection_score,uses_age
17,basic_fusion_before_improvements,Fusion model,B_cnn_plus_mri_proxy_plus_non_age_metadata,logistic_regression,optimized_on_validation_f1,0.69,17,/kaggle/working/oasis1_oasis2_alzheimer_cv_fusion/artifacts/fusion_B_cnn_plus_mri_proxy_plus_non_age_metadata_logistic_regression.joblib,0.7857142857142857,0.7777777777777778,0.7368421052631579,0.7567567567567568,0.8323798627002289,0.7204301075268817,0.8064516129032258,0.5555555555555556,0.6578947368421053,0.7458333333333332,0.8096929309171872,False
